"feature_id","gene_symbol","ensembl_gene","custom_annotation"
"chr9:129664744-129666546","PRRX2","ENSG00000167157","Promoter (<=1kb)"
"chr9:129790010-129790752","UBE2V1P4","ENSG00000233909","Promoter (<=1kb)"
"chr9:129834552-129836136","USP20","ENSG00000136878","Promoter (<=1kb)"
"chr9:130264671-130265078","HMCN2","ENSG00000148357","Promoter (<=1kb)"
"chr9:130265324-130266581","HMCN2","ENSG00000148357","Promoter (<=1kb)"
"chr9:130266599-130267044","HMCN2","ENSG00000148357","Promoter (<=1kb)"
"chr9:130693146-130694111","EXOSC2","ENSG00000130713","Promoter (<=1kb)"
"chr9:131166967-131167641",NA,"ENSG00000236986","Promoter (<=1kb)"
"chr9:132409827-132410969","CFAP77","ENSG00000188523","Promoter (<=1kb)"
"chr9:133060417-133062257","CEL","ENSG00000170835","Promoter (<=1kb)"
"chr9:133636848-133637315","DBH","ENSG00000123454","Promoter (<=1kb)"
"chr9:134501258-134504728",NA,"ENSG00000223795","Promoter (<=1kb)"
"chr9:134524960-134527591",NA,"ENSG00000228877","Promoter (<=1kb)"
"chr9:135575900-135577068","LINC01502","ENSG00000237339","Promoter (<=1kb)"
"chr9:135602770-135603527",NA,"ENSG00000236543","Promoter (<=1kb)"
"chr9:136658989-136659593",NA,"ENSG00000228401","Promoter (<=1kb)"
"chr9:136713189-136713578","DIPK1B","ENSG00000165716","Promoter (<=1kb)"
"chr9:136829377-136830990","MIR4292","ENSG00000265806","Promoter (<=1kb)"
"chr9:136881810-136882053","TRAF2","ENSG00000127191","Promoter (<=1kb)"
"chr9:136991530-136991730","PAXX","ENSG00000148362","Promoter (<=1kb)"
"chr9:137276249-137278671","TOR4A","ENSG00000198113","Promoter (<=1kb)"
"chr9:138129360-138129849",NA,"ENSG00000276388","Promoter (<=1kb)"
"chr9:138135599-138136096","IL9RP1","ENSG00000229926","Promoter (<=1kb)"
"chr9:15543091-15543416","RNU6-246P","ENSG00000207433","Promoter (<=1kb)"
"chr9:19925642-19926830",NA,"ENSG00000261402","Promoter (<=1kb)"
"chr9:2227976-2229672","RN7SL592P","ENSG00000264615","Promoter (<=1kb)"
"chr9:33617597-33618151","TRBV20OR9-2","ENSG00000205274","Promoter (<=1kb)"
"chr9:33649222-33649838","TRBV24OR9-2","ENSG00000215206","Promoter (<=1kb)"
"chr9:34457707-34458110","FAM219A","ENSG00000164970","Promoter (<=1kb)"
"chr9:37002046-37003093",NA,"ENSG00000250850","Promoter (<=1kb)"
"chr9:37486024-37486786","POLR1E","ENSG00000137054","Promoter (<=1kb)"
"chr9:37753263-37754634","TRMT10B","ENSG00000165275","Promoter (<=1kb)"
"chr9:38358880-38359612",NA,"ENSG00000223716","Promoter (<=1kb)"
"chr9:4793000-4793807","RCL1","ENSG00000120158","Promoter (<=1kb)"
"chr9:6278319-6279217","SELENOTP1","ENSG00000233846","Promoter (<=1kb)"
"chr9:6448964-6450177",NA,"ENSG00000233367","Promoter (<=1kb)"
"chr9:68305583-68308202",NA,"ENSG00000234394","Promoter (<=1kb)"
"chr9:6834304-6835250","ACTG1P14","ENSG00000230581","Promoter (<=1kb)"
"chr9:7176108-7176612",NA,"ENSG00000285688","Promoter (<=1kb)"
"chr9:72305090-72305984","LINC01504","ENSG00000225434","Promoter (<=1kb)"
"chr9:73573235-73574022",NA,"ENSG00000232590","Promoter (<=1kb)"
"chr9:77019014-77019525","FOXB2","ENSG00000204612","Promoter (<=1kb)"
"chr9:79975887-79976226",NA,"ENSG00000280366","Promoter (<=1kb)"
"chr9:81913074-81914122","SPATA31D5P","ENSG00000240632","Promoter (<=1kb)"
"chr9:81928079-81929271","SPATA31D4","ENSG00000189357","Promoter (<=1kb)"
"chr9:81943146-81944343","SPATA31D3","ENSG00000186788","Promoter (<=1kb)"
"chr9:81988563-81989092","SPATA31D1","ENSG00000214929","Promoter (<=1kb)"
"chr9:86750843-86751798",NA,"ENSG00000288575","Promoter (<=1kb)"
"chr9:87147836-87149636","LINC02872","ENSG00000204446","Promoter (<=1kb)"
"chr9:87445317-87446374",NA,"ENSG00000286842","Promoter (<=1kb)"
"chr9:88971446-88972057",NA,"ENSG00000228658","Promoter (<=1kb)"
"chr9:89638304-89639323",NA,"ENSG00000237372","Promoter (<=1kb)"
"chr9:90801134-90802317","SYK","ENSG00000165025","Promoter (<=1kb)"
"chr9:92139975-92141847","LINC00475","ENSG00000225511","Promoter (<=1kb)"
"chr9:92946655-92948022","FGD3","ENSG00000127084","Promoter (<=1kb)"
"chr9:93807016-93807738",NA,"ENSG00000231990","Promoter (<=1kb)"
"chr9:93818682-93819674","MIR4291","ENSG00000265347","Promoter (<=1kb)"
"chr9:95771605-95773144",NA,"ENSG00000268926","Promoter (<=1kb)"
"chr9:96144337-96145308","EIF4BP3","ENSG00000224546","Promoter (<=1kb)"
"chr9:98056826-98057611","NANS","ENSG00000095380","Promoter (<=1kb)"
"chr9:99183790-99185531",NA,"ENSG00000227269","Promoter (<=1kb)"
"chr9:99358654-99359756",NA,"ENSG00000287955","Promoter (<=1kb)"
