"Cluster","EdgeBetweenness","interaction","modality","name","Peak_chr","Peak_end","Peak_start","regulator_id","selected","shared interaction","shared name","site","source","strand","Target_gene_id","target_id","TF_id","tissue","Weight"
"8","8554.28787878739","regulates","EE","SP3 (regulates) SELENOP","",,,"Q02447_S73s","false","regulates","SP3 (regulates) SELENOP","S73s","SCION","","","ENSG00000250722.6","","muscle","0.110625302721915"
"12","6961.253968253554","regulates","RE","TBX15 (regulates) LCAT","",,,"Q96SF7_S546s","false","regulates","TBX15 (regulates) LCAT","S546s","SCION","","","ENSG00000213398.8","","muscle","0.104900690957185"
"3","9382.935606061452","regulates","RE","CC2D1A (regulates) LINC01089","",,,"Q6P1N0_T120t","false","regulates","CC2D1A (regulates) LINC01089","T120t","SCION","","","ENSG00000212694.8","","muscle","0.160978490442912"
"8","118736.07949416744","regulates","EE","SP3 (regulates) MIR210HG","",,,"Q02447_S73s","false","regulates","SP3 (regulates) MIR210HG","S73s","SCION","","","ENSG00000247095.4","","muscle","0.107151620725471"
"12","12620.0227272724","regulates","RE","TBX15 (regulates) SMTNL1","",,,"Q96SF7_S546s","false","regulates","TBX15 (regulates) SMTNL1","S546s","SCION","","","ENSG00000214872.9","","muscle","0.16804432603709"
"3","9911.29999999967","regulates","RE","CC2D1A (regulates) TTC4P1","",,,"Q6P1N0_T120t","false","regulates","CC2D1A (regulates) TTC4P1","T120t","SCION","","","ENSG00000221971.3","","muscle","0.110487410874132"
"8","281342.78126567195","regulates","EE","SP3 (regulates) ENSG00000278934.1","",,,"Q02447_S73s","false","regulates","SP3 (regulates) ENSG00000278934.1","S73s","SCION","","","ENSG00000278934.1","","muscle","0.162251872005344"
"3","6403.0","regulates","RE","CC2D1A (regulates) ENSG00000268575.1","",,,"Q6P1N0_T120t","false","regulates","CC2D1A (regulates) ENSG00000268575.1","T120t","SCION","","","ENSG00000268575.1","","muscle","0.186409424347744"
"3","6403.0","regulates","RE","CC2D1A (regulates) ENSG00000285108.1","",,,"Q6P1N0_T120t","false","regulates","CC2D1A (regulates) ENSG00000285108.1","T120t","SCION","","","ENSG00000285108.1","","muscle","0.10624266051675"
"4","2046.6666666667863","regulates","RE","CC2D1A (regulates) PDK4","",,,"Q6P1N0_S455s","false","regulates","CC2D1A (regulates) PDK4","S455s","SCION","","","ENSG00000004799.8","","muscle","0.479632102106694"
"4","2533782.5901624644","regulates","RE","CC2D1A (regulates) NFYA","",,,"Q6P1N0_S455s","false","regulates","CC2D1A (regulates) NFYA","S455s","SCION","","","ENSG00000001167.15","","muscle","0.345593093394912"
"4","2662.7727272725933","regulates","RE","CC2D1A (regulates) IFRD1","",,,"Q6P1N0_S455s","false","regulates","CC2D1A (regulates) IFRD1","S455s","SCION","","","ENSG00000006652.15","","muscle","0.398954676584101"
"11","886120.8880952493","regulates","EE","TBX15 (regulates) ARHGAP36","",,,"Q96SF7_S546s","false","regulates","TBX15 (regulates) ARHGAP36","S546s","SCION","","","ENSG00000147256.12","","muscle","0.122568891888146"
"4","27835.285714288817","regulates","RE","CC2D1A (regulates) ZC3H15","",,,"Q6P1N0_S455s","false","regulates","CC2D1A (regulates) ZC3H15","S455s","SCION","","","ENSG00000065548.18","","muscle","0.41814968742066"
"11","6202.1666666663805","regulates","EE","TBX15 (regulates) ACTC1","",,,"Q96SF7_S546s","false","regulates","TBX15 (regulates) ACTC1","S546s","SCION","","","ENSG00000159251.8","","muscle","0.125936343738735"
"4","6403.0","regulates","RE","CC2D1A (regulates) PFKP","",,,"Q6P1N0_S455s","false","regulates","CC2D1A (regulates) PFKP","S455s","SCION","","","ENSG00000067057.18","","muscle","0.231394560385313"
"11","903634.5809524567","regulates","EE","TBX15 (regulates) ZBTB34","",,,"Q96SF7_S546s","false","regulates","TBX15 (regulates) ZBTB34","S546s","SCION","","","ENSG00000177125.5","","muscle","0.100768061667005"
"4","6403.0","regulates","RE","CC2D1A (regulates) ZXDC","",,,"Q6P1N0_S455s","false","regulates","CC2D1A (regulates) ZXDC","S455s","SCION","","","ENSG00000070476.15","","muscle","0.237345494265866"
,"1278378.43317619","binds","","TBX15 (binds) MAFF","chr22","38262853","38261672","","false","binds","TBX15 (binds) MAFF","","MAGICAL","+","ENSG00000185022.12","","ENSG00000092607.15","",
"4","6403.0","regulates","RE","CC2D1A (regulates) ATP1B3","",,,"Q6P1N0_S455s","false","regulates","CC2D1A (regulates) ATP1B3","S455s","SCION","","","ENSG00000069849.11","","muscle","0.19145843918264"
,"5147.500000000034","binds","","TBX15 (binds) LAD1","chr1","201409038","201408092","","false","binds","TBX15 (binds) LAD1","","MAGICAL","-","ENSG00000159166.15","","ENSG00000092607.15","",
,"6930.999999999586","binds","","TBX15 (binds) HHATL-AS1","chr3","42698852","42698652","","false","binds","TBX15 (binds) HHATL-AS1","","MAGICAL","+","ENSG00000230970.4","","ENSG00000092607.15","",
"4","5208.999999999989","regulates","RE","CC2D1A (regulates) PUM3","",,,"Q6P1N0_S455s","false","regulates","CC2D1A (regulates) PUM3","S455s","SCION","","","ENSG00000080608.10","","muscle","0.351595693364855"
,"12852.95757575775","binds","","TBX15 (binds) MRNIP","chr5","179838983","179838635","","false","binds","TBX15 (binds) MRNIP","","MAGICAL","-","ENSG00000161010.16","","ENSG00000092607.15","",
,"14744.562271063027","binds","","TBX15 (binds) RNF122","chr8","33543608","33543029","","false","binds","TBX15 (binds) RNF122","","MAGICAL","-","ENSG00000133874.2","","ENSG00000092607.15","",
,"253842.02025475807","binds","","TBX15 (binds) KANSL1-AS1","chr17","46232261","46231378","","false","binds","TBX15 (binds) KANSL1-AS1","","MAGICAL","+","ENSG00000214401.5","","ENSG00000092607.15","",
"4","6403.0","regulates","RE","CC2D1A (regulates) NECAP1","",,,"Q6P1N0_S455s","false","regulates","CC2D1A (regulates) NECAP1","S455s","SCION","","","ENSG00000089818.18","","muscle","0.131332801686774"
,"266178.7309524018","binds","","TBX15 (binds) PRKAG2","chr7","151968757","151968176","","false","binds","TBX15 (binds) PRKAG2","","MAGICAL","-","ENSG00000106617.15","","ENSG00000092607.15","",
"4","29633.833333335442","regulates","RE","CC2D1A (regulates) CBARP","",,,"Q6P1N0_S455s","false","regulates","CC2D1A (regulates) CBARP","S455s","SCION","","","ENSG00000099625.14","","muscle","0.404196951901987"
,"8833.0","binds","","TBX15 (binds) RELL1","chr4","37623803","37622846","","false","binds","TBX15 (binds) RELL1","","MAGICAL","-","ENSG00000181826.10","","ENSG00000092607.15","",
,"791943.6273809761","binds","","TBX15 (binds) SOCS7","chr17","38359442","38358863","","false","binds","TBX15 (binds) SOCS7","","MAGICAL","+","ENSG00000274211.6","","ENSG00000092607.15","",
"4","15835.999999998845","regulates","RE","CC2D1A (regulates) PNN","",,,"Q6P1N0_S455s","false","regulates","CC2D1A (regulates) PNN","S455s","SCION","","","ENSG00000100941.9","","muscle","0.298261009644727"
,"128521.38095238285","binds","","TBX15 (binds) GPR179","chr17","38359442","38358863","","false","binds","TBX15 (binds) GPR179","","MAGICAL","-","ENSG00000277399.6","","ENSG00000092607.15","",
,"10688.9714452212","binds","","TBX15 (binds) MTCH2","chr11","47592634","47592022","","false","binds","TBX15 (binds) MTCH2","","MAGICAL","-","ENSG00000109919.10","","ENSG00000092607.15","",
"4","5188.0","regulates","RE","CC2D1A (regulates) DOT1L","",,,"Q6P1N0_S455s","false","regulates","CC2D1A (regulates) DOT1L","S455s","SCION","","","ENSG00000104885.19","","muscle","0.595175553344341"
"4","4938.999999999942","regulates","RE","CC2D1A (regulates) ACSBG1","",,,"Q6P1N0_S455s","false","regulates","CC2D1A (regulates) ACSBG1","S455s","SCION","","","ENSG00000103740.10","","muscle","0.436401028291337"
,"819445.72381657","binds","","TBX15 (binds) NDUFS3","chr11","47592634","47592022","","false","binds","TBX15 (binds) NDUFS3","","MAGICAL","+","ENSG00000213619.11","","ENSG00000092607.15","",
"11","169877.85833334338","regulates","RE","FOXJ3 (regulates) PARP3","",,,"Q9UPW0_S223s","false","regulates","FOXJ3 (regulates) PARP3","S223s","SCION","","","ENSG00000041880.15","","muscle","0.126082960125577"
"4","5593.0","regulates","RE","CC2D1A (regulates) PRKAG2","",,,"Q6P1N0_S455s","false","regulates","CC2D1A (regulates) PRKAG2","S455s","SCION","","","ENSG00000106617.15","","muscle","0.430312339585935"
"11","113496.34642565754","regulates","RE","FOXJ3 (regulates) CROCC","",,,"Q9UPW0_S223s","false","regulates","FOXJ3 (regulates) CROCC","S223s","SCION","","","ENSG00000058453.17","","muscle","0.111077089563198"
,"6260.999999999818","binds","","TBX15 (binds) PDK4","chr7","95629426","95628141","","false","binds","TBX15 (binds) PDK4","","MAGICAL","-","ENSG00000004799.8","","ENSG00000092607.15","",
"4","5208.999999999989","regulates","RE","CC2D1A (regulates) SEC61B","",,,"Q6P1N0_S455s","false","regulates","CC2D1A (regulates) SEC61B","S455s","SCION","","","ENSG00000106803.10","","muscle","0.175649622293586"
"4","6403.0","regulates","RE","CC2D1A (regulates) MAP3K8","",,,"Q6P1N0_S455s","false","regulates","CC2D1A (regulates) MAP3K8","S455s","SCION","","","ENSG00000107968.10","","muscle","0.441924558022938"
,"9750.455555555069","binds","","TBX15 (binds) VEGFA","chr6","43776788","43776184","","false","binds","TBX15 (binds) VEGFA","","MAGICAL","+","ENSG00000112715.26","","ENSG00000092607.15","",
,"7820.799999999625","binds","","TBX15 (binds) ABRA","chr8","106758387","106757106","","false","binds","TBX15 (binds) ABRA","","MAGICAL","-","ENSG00000174429.4","","ENSG00000092607.15","",
"11","90232.41131293647","regulates","RE","FOXJ3 (regulates) MACROH2A2","",,,"Q9UPW0_S223s","false","regulates","FOXJ3 (regulates) MACROH2A2","S223s","SCION","","","ENSG00000099284.15","","muscle","0.177276248022341"
,"114096.69761904766","binds","","TBX15 (binds) GABARAPL1","chr12","10221100","10220414","","false","binds","TBX15 (binds) GABARAPL1","","MAGICAL","+","ENSG00000139112.11","","ENSG00000092607.15","",
,"24268.549999999646","binds","","TBX15 (binds) PPP1R3C","chr10","91598935","91598472","","false","binds","TBX15 (binds) PPP1R3C","","MAGICAL","-","ENSG00000119938.9","","ENSG00000092607.15","",
,"8148.600000000379","binds","","TBX15 (binds) VGLL2","chr6","117276043","117274769","","false","binds","TBX15 (binds) VGLL2","","MAGICAL","+","ENSG00000170162.14","","ENSG00000092607.15","",
"4","5322.999999999989","regulates","RE","CC2D1A (regulates) CORO1C","",,,"Q6P1N0_S455s","false","regulates","CC2D1A (regulates) CORO1C","S455s","SCION","","","ENSG00000110880.11","","muscle","0.444156454049413"
,"299153.97341269406","binds","","TBX15 (binds) TINAGL1","chr1","31638715","31637880","","false","binds","TBX15 (binds) TINAGL1","","MAGICAL","+","ENSG00000142910.16","","ENSG00000092607.15","",
,"14455.990476190285","binds","","TBX15 (binds) ZC3H12A","chr1","37480369","37479274","","false","binds","TBX15 (binds) ZC3H12A","","MAGICAL","+","ENSG00000163874.11","","ENSG00000092607.15","",
,"849294.998534153","binds","","TBX15 (binds) NFIL3","chr9","91484228","91482721","","false","binds","TBX15 (binds) NFIL3","","MAGICAL","-","ENSG00000165030.4","","ENSG00000092607.15","",
,"7836.34090909101","binds","","TBX15 (binds) ATP6V1FNB","chr7","128844829","128843868","","false","binds","TBX15 (binds) ATP6V1FNB","","MAGICAL","+","ENSG00000272899.4","","ENSG00000092607.15","",
,"6941.166666666327","binds","","TBX15 (binds) HABP2","chr10","113620238","113619675","","false","binds","TBX15 (binds) HABP2","","MAGICAL","+","ENSG00000148702.15","","ENSG00000092607.15","",
"11","247571.8476190538","regulates","RE","FOXJ3 (regulates) C2CD5","",,,"Q9UPW0_S223s","false","regulates","FOXJ3 (regulates) C2CD5","S223s","SCION","","","ENSG00000111731.13","","muscle","0.127625457110721"
,"83350.51556319126","binds","","TBX15 (binds) FABP3","chr1","31364764","31363445","","false","binds","TBX15 (binds) FABP3","","MAGICAL","-","ENSG00000121769.8","","ENSG00000092607.15","",
"4","2747.500000000029","regulates","RE","CC2D1A (regulates) VEGFA","",,,"Q6P1N0_S455s","false","regulates","CC2D1A (regulates) VEGFA","S455s","SCION","","","ENSG00000112715.26","","muscle","0.306984748562953"
,"516139.98809525877","binds","","TBX15 (binds) LINC01341","chr1","246810921","246810585","","false","binds","TBX15 (binds) LINC01341","","MAGICAL","+","ENSG00000227953.7","","ENSG00000092607.15","",
,"7836.8690476191005","binds","","TBX15 (binds) KCP","chr7","128860392","128859670","","false","binds","TBX15 (binds) KCP","","MAGICAL","-","ENSG00000135253.16","","ENSG00000092607.15","",
,"7836.8690476191005","binds","","TBX15 (binds) FLNC-AS1","chr7","128860392","128859670","","false","binds","TBX15 (binds) FLNC-AS1","","MAGICAL","-","ENSG00000242902.1","","ENSG00000092607.15","",
,"173184.76614039904","binds","","TBX15 (binds) DOT1L","chr19","2088303","2086885","","false","binds","TBX15 (binds) DOT1L","","MAGICAL","+","ENSG00000104885.19","","ENSG00000092607.15","",
"11","73643.10405813108","regulates","RE","FOXJ3 (regulates) STX16","",,,"Q9UPW0_S223s","false","regulates","FOXJ3 (regulates) STX16","S223s","SCION","","","ENSG00000124222.22","","muscle","0.108937149655526"
"4","6403.0","regulates","RE","CC2D1A (regulates) COQ10B","",,,"Q6P1N0_S455s","false","regulates","CC2D1A (regulates) COQ10B","S455s","SCION","","","ENSG00000115520.9","","muscle","0.298081012316933"
,"274645.5019119795","binds","","TBX15 (binds) FUT10","chr8","33543608","33543029","","false","binds","TBX15 (binds) FUT10","","MAGICAL","-","ENSG00000172728.16","","ENSG00000092607.15","",
,"6827.923076923488","binds","","TBX15 (binds) ABHD2","chr15","89102278","89101601","","false","binds","TBX15 (binds) ABHD2","","MAGICAL","+","ENSG00000140526.18","","ENSG00000092607.15","",
"4","5074.0","regulates","RE","CC2D1A (regulates) IL1R1","",,,"Q6P1N0_S455s","false","regulates","CC2D1A (regulates) IL1R1","S455s","SCION","","","ENSG00000115594.12","","muscle","0.357501944450433"
,"4734.869047619165","binds","","TBX15 (binds) CCDC136","chr7","128860392","128859670","","false","binds","TBX15 (binds) CCDC136","","MAGICAL","+","ENSG00000128596.17","","ENSG00000092607.15","",
,"4975.0","binds","","TBX15 (binds) FLNC","chr7","128844829","128843868","","false","binds","TBX15 (binds) FLNC","","MAGICAL","+","ENSG00000128591.16","","ENSG00000092607.15","",
"11","51576.78313353114","regulates","RE","FOXJ3 (regulates) RHOF","",,,"Q9UPW0_S223s","false","regulates","FOXJ3 (regulates) RHOF","S223s","SCION","","","ENSG00000139725.8","","muscle","0.159244504359603"
"4","4669.0","regulates","RE","CC2D1A (regulates) GPR75","",,,"Q6P1N0_S455s","false","regulates","CC2D1A (regulates) GPR75","S455s","SCION","","","ENSG00000119737.6","","muscle","0.275189950266411"
"4","1618.749999999959","regulates","RE","CC2D1A (regulates) NR4A3","",,,"Q6P1N0_S455s","false","regulates","CC2D1A (regulates) NR4A3","S455s","SCION","","","ENSG00000119508.18","","muscle","0.386794198482164"
"11","105371.68796897162","regulates","RE","FOXJ3 (regulates) PPOX","",,,"Q9UPW0_S223s","false","regulates","FOXJ3 (regulates) PPOX","S223s","SCION","","","ENSG00000143224.18","","muscle","0.125723159820431"
,"5907.8690476191005","binds","","TBX15 (binds) ATP6V1F","chr7","128860392","128859670","","false","binds","TBX15 (binds) ATP6V1F","","MAGICAL","+","ENSG00000128524.5","","ENSG00000092607.15","",
"11","40048.71288156346","regulates","RE","FOXJ3 (regulates) HMCN1","",,,"Q9UPW0_S223s","false","regulates","FOXJ3 (regulates) HMCN1","S223s","SCION","","","ENSG00000143341.12","","muscle","0.119906788293097"
,"5805.507936508271","binds","","TBX15 (binds) NRAP","chr10","113620238","113619675","","false","binds","TBX15 (binds) NRAP","","MAGICAL","-","ENSG00000197893.14","","ENSG00000092607.15","",
,"246498.32164524414","binds","","TBX15 (binds) SCAMP2","chr15","74882720","74882010","","false","binds","TBX15 (binds) SCAMP2","","MAGICAL","-","ENSG00000140497.16","","ENSG00000092607.15","",
"4","3439.5","regulates","RE","CC2D1A (regulates) NGDN","",,,"Q6P1N0_S455s","false","regulates","CC2D1A (regulates) NGDN","S455s","SCION","","","ENSG00000129460.16","","muscle","0.368104016913149"
"11","179288.46269841585","regulates","RE","FOXJ3 (regulates) DRAM2","",,,"Q9UPW0_S223s","false","regulates","FOXJ3 (regulates) DRAM2","S223s","SCION","","","ENSG00000156171.15","","muscle","0.134185474044173"
"4","2839.499999999934","regulates","RE","CC2D1A (regulates) ARPP19","",,,"Q6P1N0_S455s","false","regulates","CC2D1A (regulates) ARPP19","S455s","SCION","","","ENSG00000128989.11","","muscle","0.327685071913028"
"4","2708.928571428569","regulates","RE","CC2D1A (regulates) ACTN4","",,,"Q6P1N0_S455s","false","regulates","CC2D1A (regulates) ACTN4","S455s","SCION","","","ENSG00000130402.13","","muscle","0.351547714430191"
,"212154.6933621882","binds","","TBX15 (binds) TOMM5","chr9","37568840","37567736","","false","binds","TBX15 (binds) TOMM5","","MAGICAL","-","ENSG00000175768.13","","ENSG00000092607.15","",
,"109928.87399266765","binds","","TBX15 (binds) GPR75","chr2","53867736","53866833","","false","binds","TBX15 (binds) GPR75","","MAGICAL","-","ENSG00000119737.6","","ENSG00000092607.15","",
,"33200.59880952309","binds","","TBX15 (binds) POFUT1","chr20","32286406","32285176","","false","binds","TBX15 (binds) POFUT1","","MAGICAL","+","ENSG00000101346.14","","ENSG00000092607.15","",
"11","130280.26204253695","regulates","RE","FOXJ3 (regulates) GPR155","",,,"Q9UPW0_S223s","false","regulates","FOXJ3 (regulates) GPR155","S223s","SCION","","","ENSG00000163328.14","","muscle","0.207534284090692"
"11","35508.655916308344","regulates","RE","FOXJ3 (regulates) DEPP1","",,,"Q9UPW0_S223s","false","regulates","FOXJ3 (regulates) DEPP1","S223s","SCION","","","ENSG00000165507.9","","muscle","0.292042739492467"
"11","68012.0884440401","regulates","RE","FOXJ3 (regulates) USP49","",,,"Q9UPW0_S223s","false","regulates","FOXJ3 (regulates) USP49","S223s","SCION","","","ENSG00000164663.15","","muscle","0.162448500186681"
